Level,Main Chapter,Lesson Title,Source Type,Source URL,Content,Token Count,Access,Last Updated,Last Index Time
Foundation,, Models And Bindings.Txt,text,,"
Models are based on API definitions, utilizing their definition properties to handle bindings – but can also just be “Generic” - which just lacks the binding metadata.A model must be configured with one of these two sources to hold data or be interacted with programmatically. You have already been working with models!Models are present on most components, and there are specific model components too.When the wizard creates a List or a Table, the model is set automatically to the List or Table component. Other examples are Pages and Panels which have their model source configuration, and so their own model, and can store data.The model gives the component the ability to store data, plus the context of the properties of the dataset. For any data stored within a component, the children components of that parent can utilize the data with bindings. Understanding a MultiModel, ModelArray, and ModelObjectThese are centralized containers for data within your app, so data doesn't have to live within List or Table, or another component.All three a very similar. They are called ‘neptune.mode.array’, ‘neptune.model.object’ & ‘neptune.model’, and are all underling a UI JSON component:https://openui5.hana.ondemand.com/api/sap.ui.model.json.JSONModelThe intended use is to store Arrays of data in the ModelArray, a single object at a time in the ModelObject and the MultiModel can handle nested data. Interacting with models – Model Data Object In any JavaScript editor, right-click and you will get JavaScript helpers.  For Model Data objects all methods are documented as comments.You can easily find read, update, and delete methods.  Generic Data Model bindings will be covered in more detail in Advanced - Bindings, Responses & Data Models
",362,public,2024-05-16 14:34:35.193362,
Foundation,, Find Search And Replace.Txt,transcription,,now let's Learn about the search and replace functionality if we put our script into edit mode and click the binoculars on the left menu it opens the search and replace panel here you can search for a specific term highlight them within your script and replace it with another term pressing enter move the replace term into the search term so then you can see the updated records within your list please note that the search and replace only works within the context of your current project it's worth noting that the replace functionality only applies to scripts which are currently in edit mode so here multiple records were found across two scripts within this project however since only one is an edit mode when I apply you will only change within this script using control or command f it's possible to search within your single current open script as well you can match case you can match a whole word or you can use advanced rejects searches here,175,public,2024-05-16 14:34:35.194003,
Foundation,Data Management Fundamentals Tables,Understanding data types,doc,,"Let’s now look at the properties you can select for your definition:


In the context of SQL (Structured Query Language), which is used for managing and manipulating relational databases, these data types represent the kind of data that can be stored in a column of a database table:
Text: A data type for storing long-form text strings. It can hold a string with a maximum length that is dependent on the database system (often very large, up to GBs of text).
UUID (Universally Unique Identifier): Used to store unique identifiers across a database. UUIDs are 128-bit values that are globally unique. They are used in various software applications to ensure a higher level of uniqueness than traditional incrementing IDs.
Decimal: A fixed-point number where the number of digits before and after the decimal point is fixed, based on the specified precision and scale. It's used to store exact numeric data values, often for financial calculations where rounding errors of floating-point numbers are unacceptable.
Boolean: A simple binary data type that can store true or false values. It is used to store truth values, often in flags that indicate a condition, such as is_active or has_logged_in.
Smallint: A small-range integer data type that is used to store a numeric value without a decimal. It generally has a smaller range and storage size than a standard integer, often from -32768 to 32767.
Integer: The standard data type for numerical values that don't require a fraction. It's used to store whole numbers, typically with a range from -2,147,483,648 to 2,147,483,647.
Bigint: An extended-size integer data type that can store very large numbers, usually with a range from -9,223,372,036,854,775,808 to 9,223,372,036,854,775,807. It's used when the range of integers is insufficient.
Smalltext: This isn't a standard SQL data type, but based on its naming, it's likely a text string with a smaller limit on its size than a full 'Text' data type. Specific details would depend on the SQL database system in use.
Mediumtext: Similar to the 'Text' data type, but usually with a smaller maximum size. The exact limit can vary by the database system.
Timestamp With Time Zone: Stores a date and time with an associated time zone offset from UTC. It is used when you need to record the exact time an event occurs and maintain the correct time relative to the time zone.
Timestamp Without Time Zone: Similar to the above but does not store any time zone data. It represents a specific point in time and is usually considered as being in the local time zone of the database server.
JSON (JavaScript Object Notation): A data type for storing JSON documents. It allows the storage of structured data in a text format that can be easily parsed and generated by many programming languages.

NOTE:
Selecting Boolean or Decimal changes the input for that row:

Boolean – Adds a Segmented Button to the Default value:
(null, false, true)

Decimal – Adds Precision and Scale inputs under Options:

",635,public,2024-05-16 14:34:35.194685,
Foundation,App Designer,App-Designer pt,doc,,"Foundation eLearning – Responsive Design Principles




This document describes the responsive design principles within the App Designer.
To showcase the responsive design principles, the SAMPLE_HBOXVSVBOX application from the UI5 Application Samples package has been used. 

Download the UI5 Application Samples from the Marketplace and open the SAMPLE_ HBOXVSVBOX application in the App Designer. 




Let’s have a look at the more comprehensive example within the third tab of the application.

SAMPLE_ HBOXVSVBOX – third tab


You can adjust the size of the view port to mimic the size of different screens when running the application.

Adjust the view port

One of the most important properties to consider when using layout boxes is the Wrap property. 
The wrap property in layout boxes like HBox and VBox directly affects how the elements behave when the available space changes, which is crucial for responsiveness:
When the wrap property is set to wrap, the items will wrap onto the next line or column as the container's size decreases, ensuring that all items remain visible and arranged even on smaller screens. This is ideal for creating responsive layouts.

When the wrap property is set to NoWrap, the items will try to maintain their position in a single line or column. If there isn't enough space, they may overflow the container, potentially causing a horizontal scrollbar or cutting off content.






Another property that aids when building responsive applications is the styleClassVisibility. This property allows you to dynamically control the visibility of the components within your application.
The styleClassVisibility has multiple options to choose from:
sapUiHideOnDesktop: Hides the component on desktop devices.
sapUiHideOnPhone: Hides the component on mobile devices.
sapUiHideOnTablet: Hides the component on tablet devices.
sapUiVisibleOnlyOnDesktop: Makes the component visible only on desktop devices.
sapUiVisibleOnlyOnPhone: Makes the component visible only on mobile devices.
sapUiVisibleOnlyOnTablet: Makes the component visible only on tablet devices.

In the following example the HBox3, which contains the price information of the product, has the styleClassVisibility set to sapUiHideOnPhone, therefore the panel will be visible on Desktop and Tablet devices, but hidden on Mobile devices.

styleClassVisibility example



It is important to consider the design of your interface, and to implement layout components to account for your different use cases. Most components are responsive by default, however when combining mutliple components, it is your responsibility to decide the behaviour of how these components should be arranged when the application runs on different devices and screen sizes.

",523,public,2024-05-16 14:34:35.195362,
Foundation,, Highlight The Full Binding Data Flow.Txt,text,,"
Here we can see the full data binding flow. It is similar to the Wizard generation process, which creates both the components and bindings automatically.It highlights a table API’s definition. This API definition has been assigned to an API component within the App Designer.A List component has then utilised the API operation as its Model Source, and within the List is a ObjectListItem, which is bound to one of the properties from the definition - {assigned_for_checking}The API has its response body defined – so can be configured within the API component to set the data to the model of the List. This then populates the list with data when the API is called.
",133,public,2024-05-16 14:34:35.195688,
Foundation,, Community Blogs And Posts.Txt,text,,"
The Neptune community is an essential component within the developer ecosystem. It contains useful information, announcements, updates, tutorials, and more.Two of the key categories are Blogs and Posts:Blogs - Structured, informative - Created by Neptune (+ other partners)Posts - Questions and answers from all community membersTo stay up to date, it is recommended to check in with the Blogs in the community regularly.Feel free to post your questions (or feature requests) within the Posts section.However, we recommend using the built-in search (or using Google search for ""Neptune Software [your question]"") to see if someone if the question has already been answered!
",131,public,2024-05-16 14:34:35.196077,
Foundation,Script Editor,Understanding the 'result' variable,doc,,"You can understand the 'result' vairable by reading the code snippet. You can observe other properties you can set as part of the result.
 
result.data = ""Server script response data""; This line assigns a string (""Server script response data"") to the data property of the result object. The data property is intended to hold the actual content or data you want to return to the client. In a real scenario, this might be a JSON object, HTML content, or any other data format depending on the application's requirements.

The snippet comments shows that you can also set additional properties on the result object to further customize the response. These are not explicitly set in the provided code but are mentioned as possibilities:
statusCode is typically used to set the HTTP status code of the response. Common status codes include 200 for a successful request, 404 for not found, 500 for a server error, etc.
contentType specifies the MIME type of the response data, indicating to the client how the data should be interpreted or processed. Common content types include application/json for JSON data, text/html for HTML content, etc.
filename might be used when the response is intended to prompt the client to download a file, specifying the name of the file for download.
headers would allow you to set any additional HTTP headers needed for the response, such as caching controls, content encoding, etc.


Note - 
result.data = XYZ; modifies or adds the data property on the existing result object without affecting its other properties.
result = { data: XYZ }; creates a new object with only the data property and assigns it to result, replacing any existing object and its properties.
So, the first method is used to update or add to an existing object, while the second method resets the object to only contain the data property.

",361,public,2024-05-16 14:34:35.196648,
Foundation,, Connectors In The App Designer.Txt,text,,"
Connectors can be used within the App Designer too. There is a dedicated Connector component that can be assigned to a configured connector. This blog post highlights the details of setting this up:https://community.neptune-software.com/topics/planet-9/blogs/neptune--d-x-p----open--edition--connectors-in-the--app-
",72,public,2024-05-16 14:34:35.197016,
Foundation,, App Editor Awareness.Txt,text,,"
The App Editor is a specialized code editor in Neptune DXP that allows you to create applications using JavaScript frameworks like React.js and Vue.js. It follows a pro-code approach to application development. You can find more information about the App Editor in the Neptune DXP Open Edition documentation.https://docs.neptune-software.com/neptune-dxp-open-edition/23/cockpit-overview/app-editor.htmlMore information about this will be available in the expert level of this course.
",97,public,2024-05-16 14:34:35.197362,
Foundation,, Understanding The No Code Low Code And Pro Code Concept.Txt,text,,"
Next up it is recommended to read through this blog post:No-Code, Low-Code & Pro-Code Tooling Integration Diagramshttps://community.neptune-software.com/topics/neptune-dxp/blogs/no--code--low--code---pro--code--tooling--integration--dThis blog post introduces the next set of tools we will discover in this course - and how their output will feed into the Launchpad for end users to utilize:The App Builder (No-Code Designer)The Adaptive Framework (No-Code Designer)ConnectorsThe App Designer (Low-Code Designer)The Script Editor (Pro-Code Editor)Additional information about the Add-Ons mentioned in this blog post will be available in the Expert level of this course.
",154,public,2024-05-16 14:34:35.197845,
Foundation,, Exercise Re Organising Tile Groups From One Group To Two Sub Groups And Moving Tiles Between Tabs.Txt,transcription,,in this exercise will rearrange the tile groups within this example currently all of the tiles are within two tile groups and both of these groups are assigned to this main all apps group if we visit the launch pads we can see only one tile group is assigned to the Launchpad this tile group contains two additional tile groups if we edits we can remove the main group and add in the two subgroups if we then save and refresh our launch pads we can see the change notes the first tile group becomes the default screen and the second tile group becomes a tab which can be switched back and forth remember all the apps can be seen on the left menu remember any applications that the user has access to can be organised by the user so here we have access to both these groups with all the tiles within but let's say for example I want the maintenance inbox to be available within this first page if I right click on any tile and say edit screen we can press the Plus button and we see the two apps or the two tiles within the other target here we can just add the maintenance inbox straight into this group,217,public,2024-05-16 14:34:35.198402,
Foundation,, Introduction.Txt,text,,"
Familiarise yourself with the Table Definition and Browser documentation:https://docs.neptune-software.com/neptune-dxp-open-edition/23/cockpit-overview/table-definition.htmlhttps://docs.neptune-software.com/neptune-dxp-open-edition/23/cockpit-overview/table-browser.htmlTables are where we can store and persist data to be utilized across the platform. Tables consist of Properties (rows) and entries (columns).It is possible to use one large table to power an application or a combination of smaller ones. There is no one-size-fits-all approach - but in general, you will want to separate your data logically.Each entry created within a Table within the platform will have 5 automatically populated properties.CreatedByCreatedAtUpdatedByUpdatedAtA unique ID (GUID)When a new record is created, these properties are created and stored automatically, and can't be edited. Only the UpdatedAt and UpdatedBy properties are adjusted to reflect any changes made to the rest of the record.
",204,public,2024-05-16 14:34:35.198758,
Foundation,, Api Designer Introduction Configuring Apis Understanding Operations And Definitions Generating A Table Api.Txt,transcription,,hello everyone and welcome back to the Learning in this lesson will introduce the API designer walk you through the tool and demonstrate how to set up a table based API the API designer is used for defining rest apis that can be integrated into your applications and service scripts it plays a crucial role in establishing connections with your internal data resources external resources and other services it is a keto you will use frequently when defining an API you have three main types to choose from external table definition and server script external apis are used to connect with web services outside of Neptune dxp table definition apis are used for accessing and managing tables defined by the table definition tool and servers Group apis provide a way to interact with your server scripts in essence table definition apis handle internal tables while external piss manage interactions with external resources let's now see how to use a tool once we press add will be navigated to the main settings of an API in API format we can select the format and name we can name our API in group we can assign the group to connectivity group which is a way of grouping apis in development package we can assign the API to development package you can add the description to the API which will provide to developers essential documentation you can also specify version this will help you manage changes and track a probability and by enabling trace you'll be able to monitor your API through the API trace store the rest will be covered in a more advanced topic and let's continue exploring essential parts of the API designer for this reason we'll start by creating a table definition API later we'll dive into more difficult topics in the advanced and expert modules for this reason will select the type table definition click import press label definition and select the table save and display and we have here our API created there's also a quick way to do this explain what operations and definitions are in the operation tab you can establish methods for interacting with your resource you can add multiple operations with different methods headers and parameters for table definition apis the tool automatically generates these for you however for other API types you will need to define these operations from scratch now let's move to the definitions tab and clarify what definitions are definitions are Jason objects that can be utilised in the request and response body of an operation there are quite useful since they provide developers with a clear understanding of what each method requires as a payload and what each method Returns additionally using a definition enables you to utilise convenient functions in the Script editor and in the app designer such as wizards data models did cause snippets and more essentially the speed up your development processes again for table definition apis the tool automatically generates these objects however for other API types you'll need to define these objects from scratch and lastly to fully understand how definitions and operations work together let's view this API setup will start with the get operation in the request tab we can see that we have fire parameters that will allow us to query in any way we want our internal table we can create responses for each status code and define response headers for each response we can also add a response body and select the definition in this case the definition that we're selecting is employees if we head over to the definitions tab we can see the structure of the return body in the post operation there is one parameter and a body the body is employees which is the same definition as we showed before in this case there's only one parameter since the post operation will update a given entity based on the parameter in the response tab we have two responses if everything is successful will get this party Returned if we fail will get this party Returned and if we had again to the definition Saab and go to error we can see that this body will return a status and a message and that's it now you know the basics of the API designer and how to set up a table definition API,746,public,2024-05-16 14:34:35.199447,
Foundation,, Adding Bars And Barcontents To An Application Add Basic Component To The Barcontents.Txt,transcription,,hello and welcome to the sea learning video in this session I will walk you through the process of adding custom headers and footers to your application from the cockpit open the app designer and press new to create a new application give it a name and save from the resources drag and drop on app component and the page give the page a title and align the title to the center save activate and press running designer to preview the changes again from the resources drag and drop a bark component into the page the bar component is designed to create stop or bottom bars for pages it offers a straightforward way to structure and display essential elements like titles buttons and other interactive items once dropped into the page it will prompt you to select the position the custom header is used to add a custom header to the page subheader is used for displaying additional information or controls below the main header add content is used when you want to dynamically add controls to the bar and the filter is used for adding a bar at the bottom of the page for now I will select the subheader position to highlight the difference between the subheader and the header of the page then add 3 bar content components to the subheader each one with a different position left middle and right this arrangement provides flexibility in designing the layout of the bar by placing components in the specific positions you can control where additional content appears within the bar save activate and now the page has a sub header I will continue by adding a menu button to the left corner of the bar and assign it and menu icon I will add a text component into the middle content of the bar and give it a text in the Nikon to the right content of the bar with the source set to an information icon save activate and now you can preview the changes the page now has two headers the standard header and the subheader that I added if I change the position of the bar from subheader to custom header and activate the custom header will replace the standard header of the page let's continue by adding a second bar component to the page but this time with this position is set to footer and again add three bar content components to the footer each one with a different position left middle and right then add the button to the left content of the footer and I will copy paste this button into the middle and right content as well now let's adjust the properties of this buttons to have a refresh button on the left a submit button in the middle and a next button on the right or the last button selector refresh icon and we set the text to refresh for the middle button set the text to submit and type to accept and for the right button set the text to Next and select the right arrow icon to display save activate and now you have a page with a custom header which contains the menu button on the left a text component in the middle and I can on the right and the footer which contains three buttons refresh submit and next well done now you know how to use custom headers and fitters in your application see you in the next lesson goodbye,596,public,2024-05-16 14:34:35.200071,
Foundation,, 1 List App With Multiselect Filter And Date Formatting.Txt,transcription,,welcome to the foundation no code E-Learning where in this session we will build an employee's overview adaptive application I will show you how to download the pre-configured tables from the marketplace how to set up a connector to the table I will walk you through the process of building the adaptive app where I will showcase the multicellular filter as well as the date formatic in the cockpit we access the marketplace and open the E-Learning HR demo tables this building block provides you with all the information that you need as well as all the other items available in the marketplace we've got images in our case we can see how the tables looks like and in the about section we have some additional information about the item we click install and within seconds the Architects are available to use we can check that by accessing the development package tool and the tables that we have just installed are available great now let's move on to the second item in our list which is setting up a connector to a table to do so we search for the connector tool we click add we give the connector a name and on the data source tab we can select which table the connector will be pointed to ignore the second table because we will use it later in the course for now we want this connector to be set up to the E-Learning HR demo employees table we save display and the connector is ready to be used within the adaptive designer let's open the adaptive designer and create a new application we give it a name you learning HR employee list we select the template as you can see there are a few but we will cover them throughout the following videos for now we will use the planet adaptive list and in the data source we select the connector that we have just created we can save and we have all the properties of the table available on the bottom left we have input and output both sections having the same Fields you can use the fields from both sections since both can read and write data let's select the fuels that we want to display first name last name roll and higher date we direct them into the table and the fields are shown but no data is displayed this is because we need to update the app this can be done either by clicking the update button on the top right or from the settings we can enable the run at start which means the application will automatically refresh and load the data when the app is started and they run at Focus if the application is already open in a Launchpad but it is brought back as the currently in use app it will refresh the data now let's give the table a title employee a subtitle overview we can change the icon as well as the colour of the icon great we can now move on the third item in our list which is adding a multi select filter to do so we drag the role field under the filter and in the general section we change the type from input to multi select we save and now we can select multiple options and filter the employee list the last item for this session is date formatic at the moment the date format is not ideal for rating or displaying therefore to change its format we need to select the field and in the value section we select the formatter type that we want now the date is displayed in A more suitable format,639,public,2024-05-16 14:34:35.200957,
Foundation,, Changing One Of The Inputs To A Lookup.Txt,transcription,,at this point we can come back to our edit application and change one of the input types the employment type so instead of just being a input but we need to then write the employment type based on the information within our table we can actually change this to a look up so we change the field type to be a single select lookup and then we need to define the data source for this lookup to be populated from in this case we can select our employee status table we can select the key field as the status number and the text field as the means this will then save in the database when we create a new record the key which is 1 2 or 3 but it will show in the interface the means which is full-time part-time or contractor if we save this and we check the drop down we can see that both of those values are here currently we can always hide the key field say it again and now just on the front end you only see the text values which makes it much easier to input the underlying ID,203,public,2024-05-16 14:34:35.201570,
Foundation,, Extra Details Evaluation Guides.Txt,text,,"
Whilst learning more about the platform - you may find it useful to understand more details around high-level topic areas that the platform addresses:https://docs.neptune-software.com/neptune-dxp-evaluation-guide/All/evaluation-guide/overview.htmlThe evaluation guide has the purpose of explaining the Neptune DXP in the context of the enterprise. The following topics are addressed:IntegrationArchitectureSecurityDevelopmentApplicationsNeptune Mobile Build Service
",87,public,2024-05-16 14:34:35.201908,
Foundation,, Odata Knowledge.Txt,text,,"
OData is a protocol that builds on core protocols like HTTP and commonly accepted methodologies like REST. It provides a standardized way to expose full-featured data APIs. Neptune DXP supports both OData v2 and v4 versions.In Neptune DXP, you can consume data from an OData service using the OData Source component. This component allows you to add OData services and define parameters for authentication and communication with endpoints. You can find more information about using OData sources in the Neptune DXP Open Edition documentation hereIf you want to simulate the behavior of real data in a controlled way, you can use OData Mock Data in Neptune DXP. With OData Mock Data, you can add mock metadata and datasets to test certain features of your application or use mock data while the OData resource is not set up yet. You can find more information about OData Mock Data in the Neptune DXP Open Edition documentation here.Once you have created the mock data artifact, you can add metadata and datasets to it by following the steps outlined here.An OData component is available within the App Designer and operates in a very similar way to an API component.
",231,public,2024-05-16 14:34:35.202241,
Foundation,, 3 Combining List And Edit Apps Create Delete Export Import And Rules Engine.Txt,transcription,,hi in today's session we will combine the two adaptive applications that we have built I will show you how to combine the two apps how to create new records as well as how to delete them I will cover the export import from Excel functionality and I will show you how to use the rules engine with the adaptive designer just jump into the cockpit and open the adaptive designer we open the employee list app we enable edit mode and now when we press on a list item in our case an employee we want to open the employee edit app where all the employee details will be displayed and can be edited in the settings under the item press event can make the configurations the type is Adaptive framework the target will be the employee edit app we will open the app in full screen but he also have the option to open the app in a dialogue or in a side panel we will leave the field mapping empty because the adaptive designer will use the ID as default we click use save and now when we select an employee the Edit app will open and will display all the employee details let's change the role we save and the list is automatically updated now let's move on to the second item from our list create and delete to create a new record in our case to add a new employee we need to enable create from the settings and now we have a new button on the top right of the app we use the same configuration on the press event of the button click use we save and now when we press on create we can add a new employee to the list let's fill in the form press save and the employee is added to the list no to delete the record we need to enable delete from the settings and we can delete records from the list please note that both create and delete actions are also reflected in the database table that being said we can now have a look at the export import from Excel to do that we need to enable export from the settings and the new button will become available on the top right of the app this button when pressed will export the data in a CSV file the same steps are applied when importing a CSV file we enable import and we can import a CSV file I've got a CSV file with some new employees let's import it now and as you can see the new employees have been imported and are reflected into the application the last item from today's session is using the rules engine with the adaptive designer let's open the rules engine tool the rules engine allows you to define Jason structured business rules in an easy to use no code UI this rules essentially take an input compare it against any number of conditions and return an output based on which conditions have been met let's have a new rule we give it a name we ignore the role for now under the interface tab we will add the department field because of the moment in the table departments are displayed as codes by defining the conditions we will convert the codes into department names we are the new group and now if department is equal to 100 then we want to display it and we will do the same for hr finance marketing and if the department feel these empty then we want to display on a sign we save display and now let's test one condition when the department is 100 Great the rule is found and the result is it let's use this row in the adaptive designer now we drag the department field into the table we save and at the moment we have the department codes let's apply the rule that we have just created we click on the department field undervalue we change the source to Rules engine and then we select the row that we have just created we save and now the department codes have been converted into readable department names,726,public,2024-05-16 14:34:35.202800,
Foundation,API Designer,APIDocFindings,doc,,"Below you will find a list of findings for the API Designer. 

Paths for models (Multimodels, etc)
When adding a response for an operation, you can add a path that will specify the start of model (such as ‘modelList.setData(model.path.path)’). For example, if the if the response has the following form:	
{
  ""status"": ""success"",
  ""message"": ""Data retrieved successfully"",
  ""data"": {
    ""user"": {
      ""id"": 123456,
      ""username"": ""example_user"",
      ""email"": ""user@example.com"",
      ""profile"": {
        ""full_name"": ""John Doe"",
        ""age"": 30,
        ""location"": ""New York"",
        ""interests"": [""coding"", ""reading"", ""traveling""]
      },
      ""posts"": [
        {
          ""id"": 1,
          ""title"": ""First Post"",
          ""content"": ""This is the content of the first post.""
        },
        {
          ""id"": 2,
          ""title"": ""Second Post"",
          ""content"": ""This is the content of the second post.""
        }
      ]
    }
  }
}

Then if you provide in the path the following: data/user then, the model will have the following structure: 
{
      ""id"": 123456,
      ""username"": ""example_user"",
      ""email"": ""user@example.com"",
      ""profile"": {
        ""full_name"": ""John Doe"",
        ""age"": 30,
        ""location"": ""New York"",
        ""interests"": [""coding"", ""reading"", ""traveling""]
      }

This feature is available for Swagger 2.0 APIs.

 Endpoint precedence
When creating an API with multiple operations, you must consider the following hierarchy when setting different endpoints depending on system role:
General endpoint < Tab endpoint < Operation endpoint
Main endpoint:


Tab endpoint:
Endpoint in an operation:


Endpoint Override 
In external scripts, you can override the main endpoint if specified in the general tab of the operation. For example, if the main endpoint is ‘www.qa-neptune-software.com’ and the ‘Endpoint Override’ value is set to ‘www.prod-neptune-software.com’, then the operation will use the last endpoint instead of the main one. Note that this will work if the operation is triggered within a script or an application.





API Sync (API Discovery Service)

You can import and update your entire API using the API Sync (API Discovery Service) with a Swagger JSON file. This allows you to define the structure, endpoints, parameters, and other details of the API. For a clearer understanding, you can check out https://petstore.swagger.io/v2/swagger.json.




",561,public,2024-05-16 14:34:35.203425,
Foundation,App Designer,App-Designer pt,doc,,"Layout Boxes – Revision



This document offers additional insights into Layout boxes. Layout boxes in OpenUI5, such as HBox and VBox, essentially function as HTML <divs> designed for layout purposes within the application. They provide a structured way to organize and position UI elements.


HBox – Horizontal Box
If you wish to display content on the right side within an HBox, you can achieve this by setting the justifyContent property to “End”, as demonstrated in the figure below



To create space around the content within the HBox, you can set the justifyContent property to ""SpaceAround,"" as demonstrated in the figure below.








To create space between the content within the HBox, you can set the justifyContent property to ""SpaceBetween,"" as demonstrated in the figure below.





To center the content of the HBox, you can set the justifyContent property to “Center”, as seen in the figure below. 


















VBox – Vertical Box
The height of a VBox in OpenUI5 adjusts automatically based on the number of components added to it. However, if you want the VBox to take up the full height of the page, you'll need to set the height property to 100%.
If you wish to display content on the bottom within an VBox, you can achieve this by setting the justifyContent property to “End”, as demonstrated in the figure below



To create space around the content within the VBox, you can set the justifyContent property to ""SpaceAround,"" as demonstrated in the figure below.










To create space between the content within the VBox, you can set the justifyContent property to ""SpaceBetween,"" as demonstrated in the figure below.




To center the content of the VBox, you can set the justifyContent property to “Center”, as seen in the figure below. 














HBox and VBox: alignItems and justifyContent 

In an HBox context, the alignItems property controls vertical alignment of content, while the justifyContent property controls horizontal alignment within the HBox.

In a VBox context, the e alignItems property controls horizontal alignment of content, while the justifyContent property controls vertical alignment within the HBox.

Essentially, they are the same but just opposite!

















App Builder layout properties comparison

Within the App Builder, the alignItems property of a VBox is referred to as ""Place content horizontally"", while the justifyContent property is referred to as ""Place content vertically"".
Whereas in the context of an HBox, in the App Builder, the alignItems property is referred to as ""Place content vertically"", while the justifyContent property is referred to as ""Place content horizontally"".
For instance, in the example below, a VBox is used with alignItems set to center, which horizontally centers the content. The justifyContent is set to end, so the content is displayed at the bottom of the VBox. The outcome of these properties is the same in both the App Designer and App Builder as seen in the following figure. 




",582,public,2024-05-16 14:34:35.204222,
Foundation,, Top Tip Looping Through A Form.Txt,text,,"
Looping through a form To loop through all input fields on a form and set a specific value without specifying the input field names, you can use the following code snippet: let simpleFormContent = simpleForm.getContent(); for (let a = 0; a < simpleFormContent.length; a++) {     if (simpleFormContent[a].getValue) {         console.log(simpleFormContent[a].getValue());         // simpleFormContent[a].setValue(""new value"");     } }  In this code snippet, we first retrieve the content of the simpleForm using the getContent() method. This will give us an array-like object containing all the elements within the form. We then use a for loop to iterate over each element in the simpleFormContent array. Within the loop, we check if the current element has a getValue() method. This is to ensure that we are only considering input fields. If the current element has a getValue() method, we can retrieve its value using getValue() and perform any necessary logic based on the value. In the example code, we simply log the value to the console using console.log(). You can uncomment the simpleFormContent[a].setValue(""new value"") line and replace ""new value"" with the desired value to set the input field value programmatically. By using this approach, you can loop through all input fields on a form without explicitly specifying their names, making the solution more flexible as the input field names may change over time.  
",332,public,2024-05-16 14:34:35.204712,
Foundation,, Platform Versioning.Txt,text,,"
Here you can see a diagram explaining the version numbers for the platform. Please ensure you are downloading and running the latest version and patch when starting this course. Keep an eye on the Community for blog posts announcing updates to the platform.Within an annual release cycle, this is how the version numbers update:
",63,public,2024-05-16 14:34:35.205139,
Foundation,, Upload To Media Library Building Block.Txt,text,,"
Check out this blog post, highlighting a custom component that is available to help enable you to add uploading to the Media Library capabilities to your applications: https://community.neptune-software.com/topics/planet-9/blogs/upload-to--media--library----custom--component---availThe technical implementation of Custom Components will be covered in more detail in the Expert level of the course.
",77,public,2024-05-16 14:34:35.205440,
Foundation,, Configure Npm Custom Setting Path.Txt,text,,"
As stated within the installation guide:To be able to install and use NPM modules in the Open Edition, you have to make sure that NPM is installedon your machine.https://www.npmjs.com/get-npmIf you attempt to install an NPM module within the 'NPM Modules' tool, without configuring the path - you will see an error:Within the platforms Custom Settings, you can define the path for the NPM modules to be installed:After configuring the path, you need to refresh the browser.You can then search for, inspect, and install NPM modules directly into the platform. These can then be referenced within Server Scripts.For more informations see here:https://docs.neptune-software.com/neptune-dxp-open-edition/23/cockpit-overview/npm_add.html
",165,public,2024-05-16 14:34:35.205855,
Foundation,, Using Advanced Mode In App Builder.Txt,transcription,,within the top right of the app builder as well we have the advanced mode switch if you switch this on you'll have access to all of the basic components which are used to create the building blocks and you'll also have visibility of the component tree on the left-hand side of the application you can select any of these components to highlight them within your application,70,public,2024-05-16 14:34:35.206355,
Foundation,, Connectors And Tables.Txt,text,,"
Familiarise yourself with the Connector tool Documentation:https://docs.neptune-software.com/neptune-dxp-open-edition/23/cockpit-overview/connectors.htmlTable connector setupA connector can be used to facilitate quick and easy communication with tables you have defined.It is possible to generate a connector based on a table.Within the Table Definition tool, select a table, click Edit, click Generate, then click Connector. You can use the default name, and assign a package.This will then create the connector, and open the Connector tool to display it.You can also create the connector manually within the Connector tool. Simply configure the 'Data Source' as Table, and select your table within the 'Table Definition'.Connectors can be used within the Adaptive Designer, and App Designer, to provide communication with the table, within the applications you build.Both the Adaptive Designer and App Designer tools will be covered later in this foundation course.Connectors can be used for more purposes than just communicating with Tables. More information about advanced use of the Connectors will be in the Advanced level of the course.
",221,public,2024-05-16 14:34:35.206780,
